Matlab,Python
0+0i,0
0.1+0i,0.1
0.2+0i,0.2
0.3+0i,0.3
0.4+0i,0.4
0.5+0i,0.5
0.6+0i,0.6
0.7+0i,0.7
0.8+0i,0.8
0.9+0i,0.9
0.999999999999838+0i,1
1+0i,1
2+0i,2
1.22468859139825+6.9058853942973e-32i,1.2246885913983083-6.355568816477209e-33j
-0.224688591398406-1.0870513251911e-33i,-0.22468859139841402-3.1815173725187874e-33j
1.22468859139825+0i,1.224688591
0.224688591398406+0i,0.224688591
19+0i,19
20+0i,20
0.435044407276897+0.00419686555178225i,0.4350444072768947+0.0041968655517535145j
0.435198078308468+0.00423272239764653i,0.43519807830851537+0.004232722397596869j
0.435064650349079+0i,0.43506465
0.435218661482109+0i,0.435218661
1+0i,1
2+0i,2
-0.224688591398438+1.90326506152471e-31i,-0.22468859139843672+1.8425568165534067e-32j
1.22468859139844-1.36471670763724e-32i,1.2246885913984367-2.77227123556737e-33j
0.224688591398438+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.344098524159142-0.34273160009563i,0.3440985241620835-0.3427316000951069j
0.519390169981332+0.201527161002466i,0.5193901699822348+0.20152716100094475j
0.0929653708829217+0.0407476546963186i,0.09296537088317837+0.04074765469849072j
0.485663200204227+0i,0.4856632
0.557116994261484+0i,0.557116994
0.101503357317133+0i,0.101503357
10+0i,10
1.01632829115157+2.25375260348149e-18i,1.0163282911519789-3.03840128289472e-18j
1.01632829115157+0i,1.016328291
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
14+0i,14
0.147700779023178-0.101303664988643i,0.14770077902590498-0.10130366498857499j
0.130475193701164+0.0371694794015837i,0.13047519370286415+0.037169479403826367j
0.131178754895073+0.212856586435694i,0.1311787548915038+0.21285658643848354j
0.237378636143515+0.0111517624363429i,0.2373786361480837+0.011151762436306435j
0.18210721984121-0.00884853452549551i,0.18210721983514605-0.008848534529279707j
0.135121881147526-0.0647372389870149i,0.1351218811521074-0.06473723898677922j
0.0991330627328191-0.0697104585561842i,0.0991330627300082-0.06971045855514944j
0.179103189988857+0i,0.17910319
0.135666305213716+0i,0.135666305
0.250031582254878+0i,0.250031582
0.237640439956654+0i,0.23764044
0.182322066907832+0i,0.182322067
0.149829345845558+0i,0.149829346
0.121189571163952+0i,0.121189571
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
14+0i,14
0.116235248058583-0.096276315853659i,0.11623524806064159-0.09627631584840153j
0.22586064967105+0.0699863286962265i,0.2258606496647005+0.06998632870281508j
-0.0703288836351901-0.104425141335629i,-0.0703288836338361-0.10442514133653469j
0.113680896479996-0.0861121590359643i,0.11368089647529132-0.08611215903594051j
0.127190049582631-0.0864263814176641i,0.12719004958469424-0.08642638141890137j
0.22402383400972+0.145541700224833i,0.2240238340075451+0.1455417002137938j
0.239729649739563+0.190853412691979i,0.2397296497455115+0.19085341269193426j
0.150929658734107+0i,0.150929659
0.236455321940964+0i,0.236455322
0.12589980943726+0i,0.125899809
0.142613639454054+0i,0.142613639
0.153775251967876+0i,0.153775252
0.267149891837429+0i,0.267149892
0.306423449005503+0i,0.306423449
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.249521919315476-0.153621315349401i,0.24952191931089546-0.15362131535537815j
0.15851482022085+0.224340964423551i,0.15851482022585098+0.22434096441840143j
0.178859850728697-0.0430178062959186i,0.17885985072797286-0.04301780628959813j
0.195639138398007-0.0876635110633607i,0.19563913840207633-0.08766351106090309j
0.0829467984332302+0.057505378831607i,0.08294679843314087+0.05750537883349514j
0.293019959641931+0i,0.29301996
0.274692221491868+0i,0.274692221
0.183960261636052+0i,0.183960262
0.214381817431121+0i,0.214381817
0.100930867255214+0i,0.100930867
5+0i,5
7+0i,7
1.09149502091233+5.6674457930835e-19i,1.0914950209102476+5.980485384955261e-18j
-0.112877391870274-1.58454063622359e-17i,-0.11287739186997368-3.6524297379160076e-19j
1.09149502091233+0i,1.091495021
0.112877391870274+0i,0.112877392
7+0i,7
1.10664054551527-3.48918977814564e-17i,1.1066405455126862+2.9585228674718486e-17j
1.10664054551527+0i,1.106640546
